"X","Y"
8.3774148,48.7198502
8.3775286,48.7197825
8.377697,48.7197236
8.3778398,48.7196561
8.3780278,48.7195845
8.3782736,48.7195346
8.3784677,48.719493
8.3786425,48.7194427
8.3787783,48.7194178
8.3790307,48.7193594
8.3791926,48.719309
8.379387,48.7192375
8.3794843,48.7191953
8.3795723,48.7191232
8.3797552,48.7189406
8.3798157,48.7187446
8.3800527,48.7183574
8.3802868,48.7182135
8.3803274,48.718039
8.3806075,48.7179348
8.3807858,48.7177679
8.3811436,48.7175307
8.3813653,48.7173398
8.3815612,48.7171487
8.3817414,48.7169192
8.3819045,48.7167749
8.3820479,48.7166561
8.3821912,48.7165459
8.3823212,48.7164612
8.3824452,48.7163509
8.382543,48.716266
8.3826992,48.7161516
8.3828664,48.7159347
8.3829521,48.7157815
8.3829853,48.7157048
8.3829935,48.715564
8.3829954,48.715406
8.3829966,48.7153078
8.382979,48.7151669
8.3829606,48.7150899
8.3829425,48.7149874
8.382937,48.7149105
8.3828928,48.7145687
8.3828995,48.7145474
8.3828892,48.7143296
8.3828846,48.7141802
8.3828603,48.7140605
8.3828553,48.7139367
8.3828756,48.7135995
8.3828828,48.7135398
8.382885,48.7133605
8.3828875,48.7131556
8.3828899,48.7129592
8.3828913,48.7128397
8.3829633,48.7124942
8.3829638,48.7124558
8.3829868,48.7121571
8.382989,48.7119778
8.3831108,48.7112484
8.3831192,48.7110905
8.3831401,48.7109625
8.3831698,48.7103821
8.3832522,48.7102331
8.3833437,48.7101354
8.3835778,48.7099872
8.3837012,48.7099153
8.3838445,48.7098008
8.3841865,48.7095294
8.3842843,48.7094445
8.3843762,48.7093169
8.3844619,48.7091637
8.3845802,48.7089807
8.385015,48.7085092
8.3852221,48.7084548
8.3853513,48.7084341
8.3856744,48.7083889
8.386085,48.7083057
8.3864335,48.708299
8.3867108,48.7083005
8.3870462,48.7083065
8.3876376,48.7082115
8.3878895,48.7081829
8.3883813,48.7080575
8.3886719,48.7080249
8.3888729,48.7079448
8.3891204,48.7077497
8.3894644,48.7073033
8.3895691,48.70718
8.3897456,48.7069889
8.3899994,48.7068066
8.3906032,48.7062121
8.3913033,48.7056608
8.3923212,48.7052307
8.3933876,48.7047838
8.3951648,48.7042339
8.3970956,48.7037829
8.3991912,48.7030254
8.4004051,48.7026475
8.4009605,48.7025864
8.4020208,48.7026431
8.4027931,48.7027923
8.4039983,48.70314
8.4052886,48.7032567
8.4065252,48.7034852
8.4079431,48.7039331
8.4094011,48.7044397
8.4105258,48.7046928
8.4123966,48.7053408
8.4135615,48.7059537
8.4163061,48.7078765
8.4156431,48.7087823
8.4156305,48.7098733
8.4219144,48.7127144
8.4247405,48.7140054
8.426784,48.7154111
8.4273058,48.7169889
8.4293058,48.7177634
8.428784,48.7209188
8.4280449,48.7225251
8.4281753,48.7235863
8.4294362,48.7248053
8.4301421,48.7248885
8.4305508,48.7248918
8.430719,48.7248242
8.4308881,48.7248381
8.4309536,48.7247825
8.4310623,48.7246467
8.431187,48.7245988
8.4313267,48.7244726
8.4315212,48.724481
8.4316714,48.7244202
8.4318135,48.7243257
8.4322088,48.7240439
8.4324151,48.7240169
8.4329354,48.72389
8.4335127,48.7237047
8.433726,48.7236874
8.434019,48.7236675
8.4343247,48.7236657
8.4347077,48.7235959
8.4348413,48.7235886
8.4351742,48.7235757
8.4353612,48.7235743
8.4355008,48.7235611
8.4356851,48.7235436
8.4360634,48.7234774
8.4362774,48.7234355
8.4364647,48.7234036
8.436876,48.7232823
8.4374641,48.7231378
8.437803,48.7231075
8.4381792,48.72313
8.4390677,48.7230774
8.4391344,48.7230817
8.4392197,48.7230872
8.4393598,48.7230838
8.4395342,48.7230796
8.4397961,48.7231289
8.4398812,48.7231662
8.4400126,48.7232237
8.4405135,48.723233
8.4407765,48.7231978
8.4410185,48.7231739
8.4412196,48.7231178
8.4413204,48.723068
8.441473,48.7230208
8.4417948,48.7229698
8.4419472,48.7229341
8.4422658,48.7228648
8.4425044,48.7228455
8.4426523,48.7228569
8.442755,48.7228648
8.442853,48.7228724
8.4432611,48.7228447
8.4436768,48.7227462
8.4440549,48.7226066
8.4442226,48.7225447
8.4443492,48.7225432
8.4445252,48.7225472
8.4445895,48.7225486
8.4447095,48.72256
8.4447417,48.7225859
8.4447411,48.7226375
8.4447437,48.7226976
8.4447755,48.7227515
8.4448596,48.7227863
8.4450026,48.7228305
8.4451597,48.7228787
8.4452662,48.7229408
8.44531,48.7230621
8.4453575,48.7231743
8.4453707,48.7232406
8.44542,48.7233069
8.4454469,48.7233331
8.4454821,48.7233494
8.4456417,48.7234703
8.4457512,48.723585
8.4458445,48.7237281
8.4458842,48.7237889
8.4459553,48.7239583
8.4459458,48.724184
8.4459511,48.7243281
8.4460017,48.7244359
8.4460728,48.7245619
8.4460651,48.7246305
8.4460678,48.7246629
8.4460711,48.7247014
8.4461691,48.7249009
8.4462915,48.7250615
8.4463943,48.7251329
8.4465698,48.7251955
8.4466903,48.7252563
8.4467209,48.7252717
8.4468405,48.725382
8.4468888,48.7254763
8.446898,48.7254943
8.4469246,48.7255836
8.4470065,48.7256801
8.4471095,48.7257309
8.4472476,48.7257452
8.447389,48.7257688
8.4474639,48.7258469
8.4476189,48.7259003
8.4477467,48.7258963
8.4478713,48.7258717
8.4480164,48.7258793
8.4482393,48.7260175
8.4482603,48.7260311
8.4484313,48.726142
8.448434,48.7261444
8.4484942,48.7262281
8.4485585,48.726295
8.4486552,48.7263578
8.4487425,48.7263883
8.4488783,48.7264469
8.448988,48.7265119
8.4490791,48.7265929
8.4491189,48.7266587
8.4491192,48.7266592
8.4492117,48.7267198
8.4492427,48.7267279
8.4493526,48.7267363
8.4494999,48.7267512
8.4495976,48.726761
8.4497179,48.7267985
8.4497286,48.7268103
8.4497452,48.7268474
8.4497464,48.7269472
8.4497477,48.7270458
8.4497583,48.7270692
8.449884,48.7271917
8.4498873,48.7271949
8.4500176,48.7272415
8.4500953,48.7272458
8.450211,48.7272521
8.4503656,48.7273013
8.4503887,48.7273699
8.4503418,48.7274815
8.450368,48.7275616
8.4505146,48.727677
8.4505953,48.7278078
8.4506461,48.7278607
8.4508587,48.7279628
8.4510615,48.7280214
8.4511183,48.7280639
8.4511911,48.7281183
8.451279,48.7282309
8.4515967,48.7284389
8.4517207,48.7284603
8.4518307,48.7285
8.452049,48.7286569
8.4521811,48.7288086
8.4523147,48.7288805
8.4523656,48.7289334
8.4523914,48.7290409
8.4524512,48.7291738
8.4525439,48.7292088
8.4526746,48.7292441
8.4528566,48.7293094
8.4529625,48.7293833
8.4531822,48.7295432
8.4533259,48.7295734
8.4536725,48.729628
8.4538252,48.7296903
8.4538804,48.7297668
8.4540136,48.7298358
8.4542914,48.729956
8.4543262,48.72999
8.4544027,48.7301818
8.4544328,48.7302016
8.4545763,48.7302517
8.4546804,48.7302591
8.4548085,48.7302528
8.4549903,48.7302421
8.4550262,48.7302571
8.4550486,48.7302916
8.4550901,48.730352
8.4551607,48.7304361
8.4551989,48.7305007
8.4552015,48.7305609
8.4551711,48.7306703
8.4551705,48.730724
8.4552056,48.7307822
8.4552338,48.7308811
8.4552742,48.731051
8.4553117,48.7311801
8.4553299,48.7313027
